"ActivityDT","ActivityActivity","SourceHost","SourceDatabase","SourceTable"
"16/04/2017",20,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2007",123,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2008",120,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2009",97,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2010",68,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2011",105,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2012",139,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2013",114,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2014",95,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2015",67,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2016",77,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/05/2017",129,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2006",79,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2007",43,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2008",60,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2009",159,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2010",108,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2011",143,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2012",64,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2013",74,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2014",74,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2015",97,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/06/2016",89,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2006",47,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2007",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2008",115,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2009",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2010",153,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2011",78,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2012",75,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2013",106,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2014",126,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2015",108,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/07/2016",73,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2006",166,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2007",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2008",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2009",48,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2010",92,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2011",156,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2012",156,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2013",155,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2014",71,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2015",39,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/08/2016",113,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2006",42,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2007",47,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2008",115,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2009",153,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2010",154,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2011",135,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2012",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2013",115,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2014",110,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2015",89,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/09/2016",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2006",93,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2007",106,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2008",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2009",160,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2010",115,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2011",61,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2012",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2013",157,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2014",110,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2015",129,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/10/2016",82,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2006",121,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2007",122,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2008",51,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2009",128,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2010",153,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2011",123,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2012",96,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2013",69,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2014",71,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2015",72,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/11/2016",68,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2006",67,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2007",55,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2008",100,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2009",141,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2010",119,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2011",159,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2012",70,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2013",94,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2014",78,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2015",139,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"16/12/2016",119,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2007",84,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2008",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2009",101,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2010",55,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2011",96,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2012",113,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2013",127,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2014",152,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2015",106,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2016",55,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/01/2017",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2007",99,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2008",42,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2009",97,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2010",108,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2011",130,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2012",128,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2013",55,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2014",65,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2015",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2016",117,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/02/2017",92,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2007",44,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2008",90,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2009",146,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2010",89,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2011",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2012",107,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2013",49,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2014",114,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2015",84,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2016",122,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/03/2017",72,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2007",86,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2008",159,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2009",151,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2010",102,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2011",53,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2012",86,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2013",133,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2014",140,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2015",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2016",45,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/04/2017",39,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2007",85,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2008",62,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2009",81,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2010",126,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2011",139,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2012",102,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2013",146,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2014",56,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2015",44,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2016",100,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/05/2017",127,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2006",46,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2007",29,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2008",75,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2009",149,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2010",121,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2011",136,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2012",51,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2013",85,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2014",99,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2015",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/06/2016",90,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2006",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2007",123,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2008",92,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2009",132,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2010",137,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2011",71,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2012",93,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2013",145,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2014",104,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2015",114,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/07/2016",44,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2006",137,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2007",226,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2008",44,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2009",78,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2010",107,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2011",162,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2012",155,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2013",71,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2014",76,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2015",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/08/2016",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2006",35,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2007",86,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2008",142,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2009",150,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2010",138,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2011",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2012",105,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2013",128,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2014",66,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2015",98,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/09/2016",46,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2006",103,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2007",94,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2008",128,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2009",111,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2010",74,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2011",109,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2012",131,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2013",158,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2014",119,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2015",55,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/10/2016",123,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2006",111,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2007",51,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2008",83,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2009",178,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2010",120,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2011",134,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2012",72,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2013",52,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2014",90,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2015",86,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/11/2016",95,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2006",38,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2007",107,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2008",96,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2009",134,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2010",159,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2011",89,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2012",117,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2013",116,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2014",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2015",88,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"17/12/2016",91,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2007",94,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2008",128,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2009",69,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2010",137,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2011",167,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2012",106,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2013",119,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2014",91,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2015",54,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2016",91,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/01/2017",87,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2007",31,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2008",84,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2009",124,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2010",149,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2011",147,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2012",43,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2013",120,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
"18/02/2014",113,"oxnetdwp01.oxnet.nhs.uk","BloodTrack_ARCHIVE","vw_BloodStatus"
