"ActivityDT","ChartEvents","SourceHost","SourceDatabase","SourceTable"
"16/01/2001",12808,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/01/2002",14789,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/01/2003",18480,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/01/2004",14470,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/01/2005",14850,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/01/2006",15466,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/01/2007",15079,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/01/2008",16478,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2000",11506,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2001",15178,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2002",12961,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2003",16982,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2004",16461,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2005",17258,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2007",18799,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/02/2008",17087,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2000",16040,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2001",14433,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2002",12760,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2003",18791,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2004",17694,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2005",16854,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2006",14647,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2007",16264,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/03/2008",16255,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2000",9953,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2001",13483,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2002",16993,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2003",14730,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2004",15138,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2005",12663,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2006",14407,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2007",9273,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/04/2008",11352,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2000",14192,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2001",14357,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2002",14945,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2003",17019,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2004",17418,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2005",17341,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2006",15815,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2007",15857,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/05/2008",12649,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2000",11989,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2001",11209,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2002",13194,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2003",10747,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2004",15523,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2005",16461,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2006",14405,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2007",12047,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/06/2008",2016,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/1999",12061,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2000",14930,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2001",14797,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2002",15069,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2003",5312,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2004",14694,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2005",12191,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2006",15967,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/07/2007",15442,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/1999",12744,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2000",925,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2001",7440,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2002",11576,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2003",17195,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2004",15975,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2005",17121,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2006",16102,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/08/2007",12467,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/1999",10382,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2000",12614,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2001",13347,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2002",12581,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2003",17845,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2004",15527,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2005",11814,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2006",15407,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/09/2007",12027,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/1999",12843,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2000",13220,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2001",12477,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2002",14917,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2003",16592,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2004",13771,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2005",15812,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2006",8596,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/10/2007",13033,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/1999",12193,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2000",10774,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2001",11804,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2002",14810,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2003",17466,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2004",18733,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2005",14077,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2006",14928,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/11/2007",11119,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/1999",12106,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2000",13838,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2001",15686,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2002",14851,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2003",13582,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2004",14495,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2005",16554,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2006",16703,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"16/12/2007",13546,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2000",12003,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2001",16806,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2002",15230,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2003",19141,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2004",14385,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2005",14846,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2006",15290,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2007",16016,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/01/2008",17647,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2000",11754,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2001",14465,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2002",14977,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2003",17235,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2004",17579,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2005",17279,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2006",27,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2007",20815,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/02/2008",16691,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2000",17521,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2001",12878,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2002",12361,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2003",17914,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2004",16713,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2005",17350,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2006",13191,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2007",17758,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/03/2008",15277,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2000",11008,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2001",12330,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2002",16762,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2003",16233,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2004",16608,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2005",13820,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2006",14132,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2007",10073,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/04/2008",9153,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2000",12470,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2001",12816,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2002",15245,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2003",15401,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2004",18485,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2005",17174,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2006",16680,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2007",15868,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/05/2008",12039,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2000",11529,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2001",12748,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2002",14515,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2003",13220,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2004",17053,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2005",15521,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2006",17958,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2007",11176,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/06/2008",1828,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/1999",13675,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2000",13510,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2001",766,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2002",13986,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2003",18393,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2004",16504,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2005",8702,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2006",16180,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/07/2007",15573,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/1999",12051,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2000",1323,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2001",7974,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2002",13331,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2003",16848,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2004",16246,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2005",17680,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2006",15871,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/08/2007",13565,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/1999",10996,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2000",12331,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2001",12167,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2002",14552,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2003",18049,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2004",14989,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2005",12493,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2006",14344,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/09/2007",13866,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/1999",11604,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2000",11527,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2001",11675,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2002",14692,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2003",17202,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2004",15575,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2005",14195,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2006",8497,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/10/2007",11875,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/1999",10825,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2000",12215,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2001",11959,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2002",15209,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2003",17037,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2004",18743,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2005",12316,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2006",14482,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/11/2007",11046,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/1999",11446,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2000",13637,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2001",16330,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2002",16465,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2003",15290,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2004",13819,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2005",14265,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2006",15958,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"17/12/2007",13867,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2000",12901,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2001",15879,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2002",13962,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2003",18196,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2004",15291,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2005",16302,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2006",12891,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2007",17339,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/01/2008",17559,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/02/2000",11642,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/02/2001",15222,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/02/2002",14429,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/02/2003",17479,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
"18/02/2004",18929,"oxnetdwp01.oxnet.nhs.uk","Carevue_Old_ARCHIVE","CAHARTEVENTS"
